col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80
1,3,353,353,15,0,1,0,1,0,0,0,0,15,2,5,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,3,6,3,6,1,0,0,1,0,1,2,1
0,3,188,188,22,0,1,0,1,0,0,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,5,0,0,2,2,3,4,3,1,0,1,0,0,11,2
1,3,400,400,12,0,1,0,1,19,0,0,0,17,1,3,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,10,0,0,0,0,70,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,0,1,0,0,0,0,0,1,1,2,3,1,0,1,0,0,0,5,1
1,2,689,689,7,0,1,0,1,8,0,0,0,4,1,7,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,4,0,0,0,0,3,0,0,1,1,2,3,0,0,0,0,1,0,2,1
1,3,320,320,14,0,1,0,1,0,0,0,0,21,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,1,1,3,2,0,0,0,0,6,0,0,2,3,2,3,2,1,1,0,0,1,8,1
0,1,859,859,5,0,1,0,1,0,0,0,0,58,3,3,0,1,1,1,0,0,1,1,0,1,30,0,0,0,0,10,0,0,0,0,90,3,3,50,1,4,1,0,0,0,1,0,0,0,0,0,1,14,1,1,1,1,1,1,5,4,0,0,0,0,6,0,1,1,1,3,7,0,0,0,0,1,0,0,1
0,3,845,845,13,0,1,0,1,0,2,0,1,9,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,4,1,0,0,0,2,2,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,6,3,0,3,7,3,7,0,0,0,1,0,0,7,1
0,1,190,190,52,0,1,0,1,0,0,0,0,39,2,13,0,1,0,1,0,0,1,1,0,1,10,0,0,0,0,50,3,3,30,1,110,3,3,70,1,0,0,0,0,0,0,0,0,0,1,1,1,16,1,1,1,1,1,1,0,0,0,0,0,4,4,0,0,3,0,4,8,0,0,0,0,1,0,0,1
1,3,359,359,26,0,1,0,1,16,0,0,0,16,2,9,0,1,0,0,2,2,1,1,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,1,1,0,0,0,0,1,2,2,2,2,3,1,0,1,1,0,3,1
0,1,221,221,26,0,1,0,1,0,0,0,0,9,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,390,390,11,0,1,5,1,0,2,0,0,42,3,3,0,1,1,1,0,0,1,1,1,1,10,0,0,0,0,50,0,0,0,0,70,1,1,70,1,4,1,1,1,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,3,0,3,1,1,1,0,1,3,1
0,1,499,499,35,0,1,11,1,0,1,0,0,50,3,5,0,1,1,1,2,2,1,1,1,1,30,0,0,0,0,50,0,0,0,0,50,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,2,4,8,0,0,0,0,1,0,0,1
0,1,380,380,28,0,1,7,1,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,1
0,1,214,214,61,0,1,0,1,0,1,0,0,38,2,3,0,1,0,1,0,0,0,1,0,1,10,0,0,0,0,70,3,3,0,0,70,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3,0,3,4,0,0,0,0,1,0,0,1
0,1,190,190,18,0,1,3,1,0,0,0,0,49,3,7,0,1,1,0,0,0,1,1,1,0,10,0,0,0,0,10,0,0,0,0,90,3,3,50,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,1,0,0,1
1,3,600,600,12,0,1,20,1,20,0,0,0,13,1,9,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,30,3,3,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,1,1,1,1,0,0,0,5,0,0,0,3,6,3,6,3,1,0,1,0,1,3,1
0,3,510,510,0,0,1,13,1,7,0,0,0,37,3,9,1,1,1,0,2,2,1,1,1,0,10,0,0,0,0,30,0,0,0,0,110,3,3,50,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,2,4,0,3,1,1,0,0,1,3,1
1,1,309,309,21,0,1,0,1,0,0,0,0,7,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,1
0,3,651,651,14,0,1,0,1,0,1,0,1,21,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,4,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,1,0,2,3,2,3,1,0,0,1,0,0,5,1
1,3,383,383,9,0,1,0,1,0,0,0,0,3,1,3,0,0,0,1,0,1,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,5,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,2,1
1,1,140,140,12,0,1,0,1,6,0,0,0,38,3,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,3,70,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,1
1,3,329,329,6,0,1,0,1,0,0,0,0,3,1,5,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1
0,3,409,409,6,0,1,0,1,0,0,0,0,19,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,2,2,3,0,3,1,1,0,1,1,8,2
0,3,310,310,16,0,1,6,1,3,2,0,0,150,7,3,0,1,1,0,0,2,1,1,1,0,30,0,0,0,0,30,0,0,0,0,30,0,0,90,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,4,0,3,1,0,1,0,0,6,2
0,1,136,136,30,0,1,0,1,0,0,0,0,15,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
0,3,127,127,11,0,1,0,1,0,1,1,0,32,3,5,0,1,1,0,1,1,1,1,1,0,10,1,1,0,0,30,3,3,0,0,50,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,2,0,0,1,1,2,2,4,0,3,1,0,1,0,1,3,1
0,1,180,180,9,0,1,0,1,0,0,0,0,9,1,3,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,3,283,283,4,0,1,0,1,0,0,0,0,5,1,7,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,0,0,0,0,5,0,0,0,0,3,6,3,1,1,1,1,0,2,1
0,1,177,177,2,0,1,20,1,10,0,0,0,64,4,9,1,1,1,1,2,2,1,1,1,1,10,0,0,0,0,90,3,3,0,0,150,3,3,50,1,4,1,0,0,0,1,0,0,0,1,0,1,11,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,4,0,0,0,0,0,1,0,0,1
1,2,134,134,31,0,1,0,1,0,0,0,0,8,2,5,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,1,123,123,34,0,1,0,1,0,0,0,0,11,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,669,669,26,0,1,0,1,0,0,0,1,11,2,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,3,1,0,0,0,2,0,1,0,0,0,1,3,1,1,1,1,1,1,6,4,0,0,0,0,5,0,0,0,0,1,1,3,1,0,0,0,0,13,1
0,3,539,539,17,0,1,12,1,0,0,0,0,42,3,5,0,1,1,1,2,2,1,1,1,1,30,0,0,0,0,30,0,0,0,0,50,0,0,70,1,4,0,0,0,0,0,0,0,0,0,0,1,19,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,2,3,4,8,3,1,0,0,1,0,4,1
0,1,76,76,21,0,1,0,1,0,0,0,0,8,2,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,2,2,2,2,0,0,0,0,1,0,0,1
1,3,329,329,15,0,1,10,1,0,0,0,0,15,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,70,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,6,0,0,2,3,2,3,3,1,1,0,1,1,2,1
0,3,120,120,5,0,1,8,1,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,1,1,3,1
1,3,609,609,10,0,1,0,1,0,0,0,0,15,2,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,3,7,3,7,3,1,1,0,0,0,10,1
0,3,1149,1149,15,0,1,0,1,0,0,0,0,12,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,4,1,0,0,0,2,0,1,1,0,0,1,4,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,2,3,2,3,0,0,0,0,1,0,17,2
0,3,218,218,12,0,1,0,1,0,0,0,0,5,1,3,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,10,1,1,0,0,30,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,2,2,0,0,0,0,2,3,0,0,0,0,0,1,5,1
1,3,609,609,11,0,1,0,1,0,0,0,0,40,2,3,0,1,0,1,0,2,1,1,0,1,10,0,0,0,0,10,1,1,0,0,70,0,0,110,1,4,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,11,2
1,3,539,539,11,0,1,0,1,0,0,0,0,18,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,90,3,3,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,3,2,0,0,0,5,5,0,0,2,3,2,3,3,1,1,0,1,1,3,1
1,2,711,711,7,0,1,0,1,0,0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,3,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,5,0,0,3,7,3,7,0,0,0,0,0,0,3,1
1,3,107,107,27,0,1,12,1,0,0,0,0,9,1,7,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,1,1,1,1,1,0,0,0,0,0,4,0,0,3,0,3,0,3,0,0,1,0,1,4,1
0,3,550,550,10,0,1,10,1,0,0,0,0,21,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,70,3,3,50,1,3,1,1,1,0,0,0,0,0,0,0,1,15,1,1,1,1,1,1,5,4,0,0,0,0,5,0,0,0,0,1,1,3,1,1,0,0,0,5,1
1,1,449,449,6,0,1,10,1,7,2,0,0,112,6,9,0,1,1,0,2,2,1,1,1,0,10,0,0,0,0,70,3,3,0,0,190,3,3,130,1,4,1,2,1,0,0,0,0,0,1,0,1,18,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,3,0,4,0,0,0,0,0,1,0,0,1
1,3,276,276,15,0,1,0,1,0,2,1,0,22,2,3,0,0,0,0,1,2,1,0,0,0,10,0,0,0,0,30,0,0,0,0,70,1,1,0,0,4,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,4,3,1,1,0,0,2,3,1,3,6,4,12,0,0,0,1,1,1,6,1
0,2,222,222,21,0,1,0,1,0,0,0,0,18,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,3,0,0,0,6,6,0,0,3,7,3,7,0,0,0,0,0,0,2,1
0,3,449,449,12,0,1,0,1,0,2,1,0,14,1,3,0,0,0,1,1,2,1,0,0,1,10,0,0,0,0,10,0,0,0,0,90,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,3,0,3,0,1,0,1,1,1,1,3,1
1,2,730,730,6,0,1,18,1,4,0,0,0,6,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,3,207,207,5,0,1,0,1,0,0,0,0,18,1,3,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,10,1,1,0,0,70,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,4,0,0,0,0,3,4,3,1,1,0,1,0,3,1
1,3,590,590,11,0,1,10,1,0,0,0,0,66,4,7,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,30,0,0,0,0,70,3,3,50,1,4,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,0,0,0,0,5,0,0,3,6,3,4,1,0,1,1,1,1,3,1
0,3,445,445,15,0,1,1,1,0,2,0,0,95,5,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,130,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,2,1,0,0,0,0,0,3,0,3,6,3,0,1,0,0,1,0,1,5,1
0,3,1124,1124,7,0,1,0,1,0,0,0,0,9,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,3,1,0,0,0,2,0,1,1,0,0,1,0,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,1
0,3,327,327,13,0,1,0,1,0,2,0,1,23,2,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,30,0,0,30,1,30,0,0,30,1,3,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,6,5,0,0,0,0,0,3,0,3,7,0,0,2,1,0,0,1,1,3,1
1,1,319,319,36,0,1,6,1,0,0,0,0,4,1,3,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,2,2,2,2,0,0,0,0,1,0,0,1
1,2,1076,1076,3,0,1,0,1,0,2,1,0,35,2,3,0,1,0,1,1,1,1,1,0,1,10,0,0,0,0,30,3,3,0,0,70,3,3,0,0,4,1,1,0,0,1,0,0,0,0,0,1,11,1,1,1,1,1,1,4,3,1,1,0,5,6,3,0,3,7,4,12,0,0,0,0,0,0,3,1
0,1,136,136,37,0,1,0,1,0,0,0,0,10,2,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,5,0,0,1,1,1,1,0,0,0,0,1,0,0,1
1,3,849,849,8,690,1,2,1,0,0,0,0,11,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,50,1,3,1,0,0,0,2,0,1,0,0,0,1,0,1,1,1,1,1,1,6,5,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,5,1
0,3,181,181,2,0,1,0,1,0,0,0,0,7,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,3,1
0,1,309,309,22,0,1,0,1,0,0,0,0,9,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,3,127,127,13,0,1,16,1,0,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,1
0,3,269,269,18,0,1,5,1,0,2,0,0,16,2,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,0,0,0,0,0,3,0,3,4,3,4,3,1,0,1,0,1,5,1
1,3,329,329,11,0,1,1,1,0,2,0,0,124,6,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,0,0,0,0,90,0,0,190,1,3,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,1,1,5,1
0,1,120,120,49,0,1,5,1,0,0,0,0,12,2,7,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,1
1,1,118,118,15,0,1,0,1,0,0,0,0,13,2,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,753,753,7,0,1,0,1,0,2,0,0,7,1,3,0,0,0,1,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,30,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,5,4,0,0,0,0,5,3,0,3,7,3,7,0,0,0,0,1,0,0,1
0,3,206,206,17,0,1,0,1,0,0,0,0,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,2,0,0,0,0,5,0,0,3,7,3,6,2,1,0,1,0,0,6,2
0,3,380,380,11,0,1,0,1,0,0,0,0,16,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,4,3,4,3,1,1,0,1,1,2,1
0,2,400,400,11,0,1,3,1,0,2,1,0,26,2,3,0,0,0,1,1,1,0,0,0,1,30,0,0,0,0,30,1,1,0,0,70,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,1,7,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,3,0,3,0,0,0,0,0,0,0,3,1
0,3,219,219,16,0,1,11,1,0,0,0,0,9,2,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,3,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,5,3,0,0,0,0,5,0,0,2,3,2,3,3,1,0,1,1,1,3,1
0,1,158,158,26,0,1,19,1,0,0,0,0,20,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,30,0,0,70,1,3,0,0,0,0,0,0,1,0,0,0,1,13,1,1,1,1,1,1,6,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,1
0,1,157,157,6,0,1,0,1,0,0,0,0,8,1,3,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,10,1,1,0,0,50,3,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,0,1,0,2,5,0,0,0,0,1,1,0,0,0,0,1,0,0,1
0,3,285,285,8,0,1,5,1,0,0,0,0,6,1,7,0,0,0,1,0,0,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,6,3,4,0,0,1,1,0,1,8,1
0,3,1179,1179,13,0,1,4,1,7,0,0,0,16,2,7,0,1,0,0,2,2,1,1,0,0,10,0,0,0,0,10,0,0,0,0,90,3,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,5,4,1,1,0,0,6,0,1,2,3,2,3,0,0,0,0,0,0,19,2
1,3,106,106,4,0,1,1,1,0,0,0,0,16,1,3,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,30,1,1,0,0,30,1,1,30,1,0,0,0,0,0,0,0,0,0,0,0,1,14,1,1,1,1,1,1,0,0,0,0,0,2,2,0,0,1,1,2,2,3,1,1,1,1,1,1,1
0,3,360,360,19,0,1,16,1,0,0,0,0,15,2,5,0,1,0,0,2,0,1,1,0,0,10,0,0,0,0,30,0,0,0,0,50,3,3,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,3,1,0,0,0,6,0,1,0,0,0,0,3,1,0,0,1,1,5,1
0,3,356,356,20,0,1,0,1,0,0,0,0,26,2,5,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,5,3,0,0,0,0,0,0,0,1,1,2,3,2,1,0,1,1,1,4,1
1,3,329,329,14,0,1,15,1,0,0,0,0,3,1,7,0,0,0,1,0,2,1,0,0,1,10,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,3,0,1,0,0,5,0,0,0,0,0,0,3,1,0,1,0,1,4,1
1,3,344,344,8,0,1,0,1,0,0,0,0,18,2,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,1,1,1,1,1,3,3,0,0,0,0,0,0,0,3,6,3,6,3,1,1,0,0,0,15,2
1,3,167,167,17,0,1,13,1,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,4,2,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,8,2
0,1,399,399,25,0,1,1,1,1,2,0,0,41,3,7,0,1,1,1,2,2,1,1,1,1,10,0,0,0,0,50,3,3,0,0,110,3,3,110,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,1,1,1,1,0,0,0,0,0,5,5,0,0,3,0,4,0,0,0,0,0,1,0,0,1
0,1,419,419,21,0,1,0,1,0,0,0,0,18,2,3,0,1,0,0,0,2,1,1,0,0,10,0,0,0,0,10,1,1,0,0,90,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,1,1,1,1,1,0,0,0,0,2,4,0,0,3,0,3,0,0,0,0,0,1,0,0,1
0,3,479,479,13,0,1,19,1,2,0,0,0,21,2,7,0,1,0,1,0,2,1,1,0,1,10,0,0,0,0,30,0,0,0,0,50,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,2,0,0,0,0,0,0,1,1,1,3,6,1,0,0,0,1,1,2,1
0,3,380,380,33,0,1,18,1,0,0,0,0,14,2,5,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,30,0,0,0,0,30,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,3,4,3,4,3,0,0,0,0,0,9,1
