classe,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0
1,0,0,18,2,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,5,2,0,0,0,0,0,0,0
1,0,17,48,3,7,0,0,0,1,0,0,0,3,0,0,0,3,1,0,0,3,1,0,0,0,1,0,0,1,0,0
1,0,0,7,1,7,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,0
0,0,0,23,2,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,0,7,2,1,1,0,0,0,0,0
1,0,0,29,3,7,1,1,0,0,1,1,1,1,0,0,0,3,0,0,0,7,0,7,0,0,0,0,1,0,0,0
0,0,0,17,2,7,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,5,1,7,2,0,0,0,0,0,0,0
0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
1,0,2,7,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,2,0,0,1,0,0,0,1,0,0
1,0,0,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,0,0,0
0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,10,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,0,9,10,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1,1,0,0,0,0,0,0
0,0,0,8,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
1,0,0,9,2,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0
0,0,0,10,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,1
0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,3,2,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0,0,0
1,0,0,47,3,7,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,7,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,4,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,0,0,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,0,6,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0
1,0,0,3,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,2,10,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,1,0,0,0,1,0,0
1,0,0,22,2,7,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,7,2,0,0,0,0,0,0,0,0,0
0,0,0,8,1,5,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,19,1,7,0,0,0,1,1,1,1,1,1,0,0,3,2,0,0,7,2,0,0,0,0,0,0,0,1,0
1,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
1,0,0,13,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0
0,0,0,18,2,3,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0
1,0,2,3,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0
1,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0
1,0,0,9,1,5,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0
0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
1,0,9,6,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,11,1,5,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,7,2,5,2,0,0,0,0,0,0,0
0,0,9,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,9,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,85,5,7,1,1,0,0,1,1,1,1,0,0,0,7,2,7,2,7,2,7,2,0,0,0,0,0,0,0
0,0,0,85,5,7,1,1,0,0,1,1,1,1,0,0,0,7,2,7,2,7,2,7,2,0,0,0,1,0,0,0
0,0,0,42,3,3,1,1,0,1,1,1,1,3,0,0,0,5,0,0,0,7,2,3,1,0,0,0,0,0,1,0
0,0,0,15,2,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,1,0,0,1,0,0,0,0,0,0
0,0,9,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,2,11,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,1,0,0
1,0,0,41,2,3,0,0,0,0,0,0,1,1,0,0,0,5,2,0,0,7,2,7,2,0,0,0,0,0,0,0
0,0,0,29,2,3,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,5,0,5,0,1,0,0,0,0,0,0
1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,7,4,1,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0
0,0,0,11,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0,0,0
1,0,0,70,3,5,1,1,0,1,1,1,1,1,0,0,0,3,0,0,0,7,2,7,2,0,0,0,0,0,1,0
0,0,0,16,2,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,2,5,1,0,0,0,0,0,0,0
1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0
0,0,0,25,2,3,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,0,0,14,2,5,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,14,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0
0,0,0,10,2,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,1,0,0,0,0,0,0
1,0,15,53,4,5,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,7,2,7,2,0,0,0,0,0,0,0
1,0,0,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,14,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,7,1,1,0,0,0,0,0,0
0,0,9,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,0,52,3,7,1,1,0,1,0,1,1,1,0,0,0,7,0,0,0,7,0,0,0,0,0,0,1,0,0,0
1,0,0,7,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,23,1,5,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,7,1,7,2,1,0,0,1,0,0,0
1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0
0,0,0,18,1,3,0,0,0,1,0,0,1,1,0,0,0,3,1,0,0,7,2,0,0,0,0,0,1,0,0,0
0,0,0,19,1,3,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,5,2,5,0,0,0,0,0,0,1,0
0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,66,4,7,1,1,0,0,1,1,1,1,0,0,0,5,1,0,0,7,1,0,0,0,0,0,0,0,0,0
0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0
0,0,0,3,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
0,0,0,8,2,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,2,5,2,0,0,0,0,0,0,0
1,0,0,46,2,7,1,0,0,1,1,1,1,1,2,0,0,1,2,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,0,24,2,7,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,15,2,5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0
0,0,0,36,2,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,7,2,0,0,0,0,0,0,0,0,0
1,0,0,21,2,7,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,0,10,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,0,0,1,0,0,1,0,0,0
1,0,0,15,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,35,2,3,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,29,2,3,1,0,0,1,1,1,1,1,1,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,1,0
0,0,0,23,2,3,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,0,0,0
0,0,0,94,5,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,7,2,1,0,0,0,0,0,0
0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,18,2,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7,2,0,0,1,0,0,1,0,0,0
1,0,0,21,2,5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,5,1,5,2,0,0,0,0,0,0,0
1,0,0,12,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,2,0,0,1,0,0,1,0,0,0
0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0
1,0,0,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,2,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,73,4,7,1,1,0,1,0,0,1,1,0,0,0,7,1,0,0,7,1,7,2,0,0,0,0,0,0,0
1,0,0,40,3,3,1,1,0,0,0,1,1,1,0,0,0,3,0,3,1,7,2,7,2,0,0,0,0,0,0,0
0,0,0,2,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
1,0,2,11,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,3,2,1,0,0,0,1,0,0
0,0,0,22,2,5,1,0,0,0,1,1,1,1,0,0,0,3,1,0,0,7,2,0,0,0,0,0,1,0,0,0
0,0,0,21,2,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,1,1,0,0,1,0,1
0,0,5,15,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,2,0,0,1,0,0,0,0,0,0
0,0,0,15,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,2,0,0,1,0,0,1,0,0,0
1,0,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0,0
1,0,0,11,2,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,0,7,1,1,0,0,0,0,0,0
0,0,0,10,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,16,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,1,0,0,1,0,0,0,0,0,0
0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,17,2,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
1,0,0,9,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,9,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,1,0,0,0,0,0,0
1,0,5,20,2,7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,2,0,0,1,0,0,0,0,0,0
0,0,0,7,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
1,0,2,7,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0
0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,1,0,0,1,0,0,0
0,0,0,38,3,7,1,1,1,0,0,1,1,1,0,0,0,5,2,0,0,7,2,0,0,0,0,0,0,0,0,0
0,0,7,22,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0
0,0,0,23,2,7,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,7,2,0,0,0,0,0,1,0,0,0
1,0,0,43,3,7,1,1,0,0,0,1,1,1,0,0,0,3,0,0,0,7,2,5,0,0,0,0,0,0,0,0
0,0,0,23,2,3,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0
0,0,0,13,2,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,1,7,2,0,0,0,1,0,0,0
1,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,21,2,3,1,0,0,1,0,1,1,1,0,0,0,1,2,0,0,7,0,5,1,0,0,0,1,0,0,0
1,0,0,3,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,15,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,7,1,1,0,0,1,0,0,0
0,0,0,8,2,5,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,0,0,0
0,0,0,4,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,3,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,0,5,1,5,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,2,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,85,4,7,1,1,0,1,0,1,1,1,0,0,0,5,0,3,2,5,0,7,2,0,1,0,0,0,0,0
0,0,0,15,2,5,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0
0,0,0,14,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0
1,0,0,6,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,5,1,5,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1,0,13,61,4,3,0,0,0,0,0,0,1,3,0,0,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,0
1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,4,1,7,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,21,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,5,1,1,0,0,0,0,0,0
1,0,0,25,2,7,1,0,0,0,1,1,1,1,0,0,0,3,0,0,0,7,2,0,0,1,1,1,1,0,0,0
0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,9,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,9,6,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,50,3,5,1,1,0,1,1,1,1,1,1,0,0,5,0,0,0,7,2,5,2,0,0,0,1,0,0,0
0,0,4,12,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0
1,0,0,3,1,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,15,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,1,0,0
0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,1,0,0
0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,22,2,3,1,0,0,1,0,1,1,1,0,0,0,1,2,0,0,7,2,0,0,0,0,0,0,0,0,0
1,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0
1,0,0,28,2,5,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,7,2,0,0,0,0,0,0,0,0,0
0,0,0,52,3,7,1,1,1,1,1,1,1,1,1,0,0,5,1,0,0,7,2,5,2,0,0,0,1,0,0,0
1,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0
1,0,15,13,2,7,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,1,7,2,1,0,0,0,0,0,0
0,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,1,0,0
0,0,0,32,3,7,0,0,0,0,0,1,1,1,0,0,0,7,0,0,0,7,2,3,2,0,0,0,0,0,0,0
0,0,9,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,5,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
1,0,0,29,2,5,1,0,1,0,1,1,1,1,2,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,1,0,0
0,0,0,14,2,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,5,2,1,0,0,0,0,0,0
0,0,0,17,2,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,5,2,1,0,0,0,0,0,0
0,0,0,18,2,5,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,0,7,2,1,0,0,1,0,0,0
0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,1,0,0
0,0,15,21,2,7,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,1,0,0,0,0,0,1,0,0,0
0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,0,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,11,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,6,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,0,1,1,0,0
1,0,0,39,3,3,1,1,1,0,1,1,1,1,0,0,0,3,2,0,0,7,2,0,0,0,0,0,0,0,1,0
0,0,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,49,3,7,1,1,0,0,1,1,1,1,1,0,0,3,1,0,0,7,2,0,0,0,0,0,0,0,0,0
0,0,4,7,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,25,2,7,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,4,10,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0,0,0
0,0,5,24,2,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,2,0,0,1,0,0,0,0,0,0
0,0,0,3,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
0,0,0,13,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,17,2,5,1,0,0,1,0,0,1,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,1,0,0,0
0,0,0,37,2,7,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,7,1,3,0,1,0,0,0,0,0,0
0,0,0,13,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,1,0,1
0,0,0,5,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,1
0,0,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,1,0,0,0
0,0,7,5,1,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,0
0,0,4,10,2,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
0,0,0,38,3,5,1,0,0,0,0,0,1,1,0,0,0,5,2,0,0,7,2,7,2,0,0,0,0,0,0,0
0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,35,2,7,1,0,0,1,1,0,1,1,2,0,0,5,0,0,0,7,2,5,2,0,0,0,0,0,0,0
0,0,4,26,2,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,7,1,1,0,0,1,0,0,0
0,0,0,18,2,3,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,7,2,5,2,1,0,0,0,0,1,0
0,0,0,22,2,3,1,0,0,0,1,1,1,1,0,0,0,3,1,0,0,7,1,7,2,0,0,0,0,0,1,0
0,0,0,10,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7,2,0,0,1,0,0,0,0,0,0
0,0,0,15,1,7,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,9,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0
0,0,0,52,3,3,0,0,0,1,0,1,1,3,1,0,0,5,2,5,2,7,2,7,2,0,0,0,0,0,0,0
0,0,0,4,2,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
0,0,0,44,3,5,1,1,0,0,0,1,1,1,0,0,0,3,1,0,0,7,1,7,2,0,0,0,1,0,0,0
0,0,0,12,1,3,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,5,1,5,2,1,0,0,1,0,0,0
0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0
0,0,0,13,2,7,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,1,3,2,1,0,0,0,0,0,0
