classe,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85
0,0,1,211,211,5,1,0,0,0,1,7,0,1,1,0,1,1,6,7,5,5,0,0,2,0,1,30,3,4,0,0,50,3,4,0,0,70,4,0,30,2,0,0,3,4,4,0,1,0,1,0,1,1,1,95,5,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,70,1,50,1,2,1,0,0,0
1,1,1,261,261,76,1,0,2,0,1,20,1,2,2,4,1,1,5,0,5,5,0,0,0,0,0,10,0,0,0,0,50,0,0,0,0,70,4,0,30,2,0,0,3,0,3,0,0,0,0,0,1,1,1,30,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,0,0,0,0,0,0,1,1
1,0,3,644,644,25,1,0,0,0,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,4,0,0,1,1,2,3,3,7,1,0,0,0,0,0,0,4,1,3,3,0,0,0,0,0,0,6,7,1,0,2,1,0,0,0,0,11,2,30,0,0,0,0,0,0,0,1
0,0,3,412,412,11,1,0,2,0,5,0,4,5,1,0,1,1,7,0,7,7,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,13,2,5,3,1,0,0,0,2,0,4,7,0,0,2,1,1,0,0,1,6,1,10,0,0,0,0,0,0,0,1
1,1,3,573,573,15,1,0,2,0,5,0,4,5,2,11,2,2,7,0,7,7,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,70,4,6,0,0,0,0,2,3,3,7,0,0,0,0,0,0,0,21,2,7,4,1,1,0,0,0,0,3,3,0,0,3,1,0,0,1,0,2,1,30,3,30,1,2,0,0,1,1
0,1,3,144,144,11,1,0,0,0,5,0,4,5,0,0,0,0,7,0,7,7,0,0,0,0,0,30,3,4,0,0,30,3,4,0,0,30,3,4,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,3,0,0,0,0,0,0,0,4,7,0,0,3,1,0,1,1,0,5,1,10,0,0,0,0,1,0,1,1
1,0,3,149,149,8,1,0,1,0,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,4,1,10,0,0,0,0,0,0,0,0
1,1,3,141,141,19,1,0,0,0,5,0,4,5,1,0,1,1,4,20,4,4,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,2,3,3,0,0,0,0,0,0,3,1,0,0,3,1,0,1,1,0,5,1,30,3,0,0,0,0,0,1,1
0,1,1,424,424,23,1,0,1,0,3,0,2,3,0,0,0,0,2,1,1,1,0,0,0,0,0,10,0,0,0,0,50,3,4,50,2,70,4,0,50,2,1,1,3,6,3,4,0,0,0,0,0,0,0,42,3,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,30,3,0,0,0,0,0,1,1
1,1,1,300,300,21,1,0,1,0,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,4,6,0,0,0,0,1,1,3,7,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,1,1
1,0,3,369,369,8,1,0,2,0,4,16,3,4,2,4,1,1,5,0,5,5,0,0,0,0,0,10,0,0,0,0,30,3,4,30,2,30,3,4,30,2,0,0,2,2,3,4,0,0,0,0,0,0,0,30,2,5,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,1,1,5,2,10,0,0,0,0,0,0,0,0
1,1,3,305,305,11,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,2,1,1,0,1,10,0,0,0,0,30,2,3,0,0,70,4,0,70,2,1,1,2,3,4,12,0,0,1,1,1,0,0,25,2,3,4,1,1,1,0,0,0,3,7,0,0,0,0,0,1,0,1,6,1,70,0,70,0,2,0,0,1,1
0,1,3,2739,2739,14,1,0,0,1,3,0,3,4,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,4,50,2,2,3,3,7,3,7,0,0,0,0,0,0,0,21,2,1,3,1,0,0,0,2,1,6,63,1,1,0,0,0,1,0,1,6,1,10,1,0,0,2,0,0,1,1
1,1,3,640,640,17,1,0,2,0,6,2,4,5,2,5,1,1,6,3,5,5,0,0,0,0,1,10,0,0,0,0,30,4,6,0,0,70,4,6,70,2,0,0,3,4,3,4,1,0,0,0,1,1,1,49,3,9,4,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,1,10,1,10,0,0,0,0,0,0,1,1
0,0,3,224,224,14,1,0,0,0,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,4,5,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,10,2,3,0,0,0,0,0,0,0,2,1,0,0,3,1,0,0,1,0,5,1,10,0,0,0,0,0,0,0,0
0,0,3,480,480,13,1,0,2,0,7,0,6,0,1,0,1,1,2,3,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,1,1,3,7,0,0,0,0,0,0,0,21,2,7,3,1,0,0,0,0,0,5,31,0,0,2,1,0,0,0,1,8,1,10,0,0,0,0,0,0,0,1
1,0,3,353,353,11,1,1,0,0,3,0,2,3,0,0,0,0,1,0,1,1,1,1,2,1,1,10,0,0,0,0,10,0,0,0,0,30,3,4,0,0,2,2,3,4,4,8,0,0,0,0,0,0,1,22,2,3,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,0,1,2,1,30,0,0,0,2,0,0,0,0
0,1,3,571,571,35,1,0,0,0,3,0,3,3,0,0,0,0,1,0,2,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,3,4,0,0,2,3,3,7,0,0,0,0,0,0,0,0,0,11,2,3,3,1,2,0,0,2,0,6,15,1,0,3,0,0,0,0,0,12,1,10,0,0,0,0,0,0,1,1
1,0,3,659,659,14,1,0,1,0,6,3,4,5,0,0,0,0,2,0,1,1,0,0,2,0,1,10,0,0,0,0,50,4,5,50,2,70,4,5,70,2,2,0,3,0,4,8,0,0,1,1,1,1,0,45,3,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,4,1,70,3,0,0,0,0,0,0,0
1,0,3,965,965,11,1,0,0,1,3,0,2,3,0,0,0,0,2,4,2,2,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,1,1,0,0,2,3,3,7,3,7,0,0,0,0,0,0,0,12,2,1,4,1,0,0,0,1,0,6,31,1,0,0,0,1,1,0,0,11,1,10,0,0,0,0,0,0,0,0
1,1,3,340,340,11,1,0,2,0,5,0,4,5,4,0,3,3,5,0,5,5,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,17,2,11,3,1,0,0,0,0,0,4,15,0,0,3,1,1,1,1,1,2,1,50,0,50,1,0,0,0,1,1
1,0,1,327,327,31,1,0,2,0,6,13,4,5,1,0,1,1,6,2,5,5,0,0,2,0,1,10,0,0,0,0,50,3,4,0,0,70,3,4,70,2,2,2,3,0,3,0,0,0,0,0,1,0,1,51,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,3,0,0,0,0,0,0,0
0,0,2,193,193,8,1,0,0,0,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,70,3,4,70,2,2,3,3,4,3,4,0,0,0,0,0,0,0,17,2,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,0
1,0,1,333,333,16,1,0,2,0,4,10,2,3,0,0,0,0,4,0,3,3,0,0,2,0,1,10,0,0,0,0,50,4,0,30,1,70,4,0,70,2,0,0,3,0,3,0,0,0,0,0,1,1,1,83,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70,3,0,0,0,0,0,0,0
1,1,2,849,849,10,1,0,2,0,6,18,5,6,1,0,1,1,2,2,1,1,1,1,2,0,1,10,0,0,0,0,50,4,6,0,0,70,4,0,70,2,1,1,3,6,4,8,1,0,1,1,1,1,1,81,4,5,4,1,2,1,0,0,0,2,1,0,0,0,0,0,0,1,0,2,1,30,1,0,0,2,1,0,1,0
1,1,1,409,409,7,1,0,0,0,3,0,2,3,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,4,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,1,30,0,0,0,0,0,0,1,1
1,1,3,561,561,17,1,0,0,0,3,0,2,3,1,0,1,1,6,10,5,5,2,1,2,1,1,30,4,0,0,0,70,4,0,0,0,70,4,0,70,2,2,3,3,0,4,8,1,0,1,1,1,0,1,39,2,5,3,0,0,0,0,0,0,2,1,0,0,3,1,0,0,1,0,6,1,50,0,0,0,0,0,0,1,1
1,1,3,466,466,41,1,1,0,0,3,0,2,3,0,0,0,0,1,0,1,1,1,1,2,1,1,10,0,0,0,0,30,3,4,0,0,70,3,4,0,0,2,2,3,4,4,8,0,0,0,0,1,0,0,17,2,3,4,0,0,0,0,0,0,4,1,0,0,3,0,0,0,1,0,6,1,30,1,0,0,2,0,0,1,0
1,1,3,590,590,11,1,0,2,0,6,7,5,6,1,0,1,1,2,2,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,30,0,0,0,1,1,3,7,0,0,0,0,0,0,0,22,2,5,4,1,0,0,0,0,0,5,15,0,0,2,1,1,1,1,1,2,1,30,3,0,0,0,0,0,1,1
0,1,3,439,439,17,1,0,2,0,7,0,6,0,1,0,1,1,7,0,7,7,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,30,1,0,0,1,1,3,7,0,0,0,0,0,0,0,13,2,7,4,1,0,0,0,1,0,4,7,0,0,3,1,0,0,0,1,4,1,30,3,0,0,0,0,0,1,1
0,0,3,293,293,21,1,0,2,0,6,12,4,5,4,12,3,3,7,0,7,7,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,50,3,0,50,2,0,0,3,0,4,8,0,0,0,0,1,1,1,50,3,15,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,1,0,9,2,70,3,0,0,0,0,0,0,0
1,1,3,448,448,25,1,0,0,0,4,7,3,3,1,0,1,1,6,15,6,6,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,1,3,3,1,0,0,0,1,0,5,7,0,0,3,1,0,1,0,0,10,1,50,3,0,0,0,0,0,1,1
0,1,3,733,733,12,1,0,1,0,4,4,2,3,1,0,1,1,4,8,3,3,0,0,0,0,0,10,0,0,0,0,30,0,0,30,1,70,3,4,50,2,1,1,3,6,3,6,1,0,0,0,1,0,1,31,2,3,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,1,5,1,10,0,0,0,0,0,0,1,0
0,0,3,249,249,33,1,0,0,0,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,3,4,0,0,0,0,3,6,3,6,0,0,0,0,0,0,0,4,1,3,3,0,0,0,0,0,0,6,7,1,0,3,0,0,0,1,0,7,1,10,1,0,0,2,1,0,0,0
1,0,3,248,248,10,1,0,1,0,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,4,5,30,2,0,0,0,0,3,4,0,0,0,0,0,0,0,11,2,3,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,3,1,50,1,0,0,2,0,0,0,0
1,0,3,807,807,22,1,1,1,0,3,0,2,3,0,0,0,0,2,4,1,1,2,1,2,1,1,10,1,1,0,0,10,1,1,0,0,70,4,0,70,2,2,3,3,6,4,8,0,0,1,1,1,0,1,48,3,5,4,0,0,0,0,0,0,4,3,0,0,1,0,0,0,1,0,5,1,70,3,50,1,2,0,0,0,0
0,1,2,409,409,10,1,0,2,0,7,0,6,0,1,0,1,1,4,8,3,3,0,0,0,0,1,10,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,2,3,2,3,1,0,0,0,0,0,0,10,1,5,4,1,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,1,10,0,0,0,0,0,0,1,1
1,1,2,273,273,5,1,0,1,0,3,0,2,3,2,11,2,2,5,0,5,5,0,0,2,1,1,10,0,0,0,0,10,1,1,0,0,50,3,4,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,5,1,5,4,1,0,0,0,0,0,3,7,0,0,0,0,0,0,1,0,2,1,70,3,0,0,0,0,0,1,1
0,0,1,209,209,51,1,0,2,0,6,9,4,5,2,0,1,1,6,4,5,5,0,0,2,0,1,10,0,0,0,0,50,3,4,0,0,70,3,4,30,2,2,2,3,0,3,0,1,0,0,0,1,0,0,37,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,50,0,30,1,0,0,0,0,0
1,1,3,770,770,14,1,0,0,1,3,0,2,3,0,0,0,0,1,0,2,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,3,4,0,0,2,3,3,7,3,7,0,0,0,0,0,0,0,6,2,1,3,1,0,0,0,1,0,6,63,1,1,1,0,0,1,0,0,7,1,10,0,0,0,0,0,0,1,1
1,0,3,239,239,10,1,1,0,0,3,0,2,3,0,0,0,0,1,0,1,1,1,1,2,0,1,10,0,0,0,0,10,2,2,0,0,30,2,2,0,0,2,0,3,0,4,8,0,1,1,1,1,1,1,34,3,3,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,9,1,50,0,70,1,2,0,0,0,0
1,1,3,559,559,15,1,0,2,0,7,0,6,0,3,0,3,3,6,16,6,6,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,1,1,3,7,0,0,0,0,0,0,0,14,2,11,4,1,0,0,0,0,0,5,15,0,0,2,1,0,0,0,1,10,1,30,3,0,0,2,0,0,1,1
1,0,3,585,585,8,1,0,0,0,3,0,2,3,1,0,1,1,1,0,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,4,6,0,0,2,3,3,7,3,7,1,0,0,0,0,0,0,2,1,3,2,1,0,0,0,0,0,5,15,0,0,0,0,1,0,1,0,5,1,30,3,0,0,0,0,0,0,0
0,0,3,353,353,11,1,0,2,0,6,5,4,5,4,5,3,3,7,0,7,7,2,1,2,1,1,10,0,0,0,0,50,4,5,0,0,70,4,0,70,2,0,0,3,0,4,0,1,0,1,1,1,1,1,53,3,11,4,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,5,1,50,3,30,1,0,0,0,0,0
1,1,1,1029,1029,14,1,0,0,0,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,1,10,0,0,0,0,30,3,4,0,0,50,3,4,50,2,0,0,3,7,3,7,0,0,0,0,0,0,0,21,2,3,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,1,1
1,0,3,1445,1445,13,1,0,0,0,3,0,2,3,1,0,1,1,2,2,1,1,0,0,2,1,1,30,0,0,0,0,30,0,0,0,0,30,0,0,50,2,0,0,3,7,4,14,1,0,1,1,1,1,1,47,3,3,0,0,0,0,0,0,0,4,15,0,0,0,0,0,1,0,0,11,1,70,0,0,0,0,0,0,0,1
1,1,3,619,619,16,1,1,0,0,3,0,2,3,1,0,1,1,2,2,1,1,2,1,2,1,1,10,0,0,0,0,10,0,0,0,0,50,4,0,0,0,1,1,2,3,2,2,0,0,0,0,1,0,1,16,2,3,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,1,4,1,50,3,0,0,2,0,0,1,1
1,1,1,629,629,8,1,0,2,0,4,2,2,3,2,13,1,1,7,0,7,7,0,0,2,1,1,10,0,0,0,0,10,0,0,0,0,50,4,5,0,0,0,0,2,3,3,6,0,0,0,0,0,0,0,14,2,5,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,50,3,0,0,0,0,0,1,1
0,0,3,1102,1102,10,1,0,0,1,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,2,3,3,7,3,7,0,0,0,0,0,0,0,7,2,1,4,1,2,1,0,2,0,6,63,1,1,1,0,1,0,0,1,8,1,30,0,0,0,0,0,0,0,1
1,1,1,980,980,5,1,0,0,0,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,11,2,3,3,1,0,0,0,0,0,6,63,1,1,0,0,0,0,1,0,0,1,50,3,0,0,1,0,0,1,0
0,1,3,636,636,14,1,0,2,0,4,2,2,3,1,0,1,1,7,0,7,7,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,50,0,0,0,0,0,0,3,7,2,3,0,0,0,0,1,0,1,17,2,7,3,1,0,0,0,2,0,4,15,0,0,2,1,0,1,1,0,4,1,30,3,30,1,0,0,0,1,1
1,0,3,270,270,9,1,0,1,0,3,0,2,3,0,0,0,0,1,0,1,1,0,0,0,0,1,10,0,0,0,0,10,0,0,0,0,30,3,4,0,0,0,0,1,1,3,6,0,0,0,0,0,0,0,9,2,3,0,0,0,0,0,0,0,2,1,0,0,3,1,0,1,0,1,6,1,50,0,0,0,0,0,0,0,0
0,1,3,1770,1770,14,1,0,2,0,7,0,6,0,5,0,5,5,7,0,7,7,2,1,2,0,1,10,0,0,0,0,30,0,0,0,0,70,4,0,30,2,0,0,3,0,4,0,0,1,1,0,1,1,1,42,3,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,1,50,3,50,1,2,0,0,1,1
1,1,3,551,551,17,1,0,0,0,1,6,0,1,2,9,1,1,6,4,5,5,0,0,1,1,1,50,3,4,0,0,50,3,4,0,0,70,4,0,70,2,0,0,3,0,3,0,0,0,0,0,1,1,1,96,5,3,4,1,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,9,1,50,3,30,1,0,0,0,1,1
1,1,3,388,388,20,1,0,1,0,0,0,0,1,1,0,1,1,4,0,3,3,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,3,6,3,7,1,0,0,0,0,0,0,16,1,5,3,1,0,0,0,2,0,5,7,0,0,3,1,0,0,1,0,4,2,10,0,0,0,0,0,0,1,0
